epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,1389.06,0.96253,0.45172,0.8426,0.95173,0.9693,0.99011,0.70916,1.14621,0.46063,0.86675,0.000808828,0.000808828,0.000808828
54,1414.54,0.97772,0.44671,0.83779,0.75521,0.95876,0.95075,0.69169,1.13252,0.95456,0.86188,0.000792325,0.000792325,0.000792325
55,1439.99,0.96232,0.44547,0.84038,0.98311,0.98363,0.99255,0.70394,1.14447,0.47787,0.85893,0.000775822,0.000775822,0.000775822
56,1465.18,0.96302,0.44044,0.85062,0.95888,0.98359,0.99081,0.68368,1.21466,0.60564,0.87631,0.000759318,0.000759318,0.000759318
57,1490.56,0.94248,0.43911,0.84171,0.98098,0.98718,0.99424,0.70546,1.22203,0.47202,0.88016,0.000742815,0.000742815,0.000742815
58,1516.28,0.93509,0.43451,0.83858,0.97512,0.99203,0.99324,0.72473,1.08537,0.43616,0.86043,0.000726312,0.000726312,0.000726312
59,1541.66,0.94425,0.43205,0.83452,0.96183,0.98857,0.9903,0.71552,1.17335,0.50671,0.86841,0.000709809,0.000709809,0.000709809
60,1567.04,0.93598,0.41909,0.83471,0.98489,0.98861,0.99411,0.74236,0.99554,0.39576,0.85459,0.000693305,0.000693305,0.000693305
61,1592.44,0.91692,0.42247,0.83342,0.98466,0.98955,0.99422,0.75663,0.99615,0.4033,0.85445,0.000676802,0.000676802,0.000676802
62,1617.6,0.93557,0.4283,0.83902,0.9456,0.95072,0.98622,0.6683,1.32977,0.66041,0.88123,0.000660299,0.000660299,0.000660299
63,1643.12,0.90636,0.41843,0.83966,0.98185,0.99429,0.99446,0.75654,0.94294,0.38177,0.84686,0.000643795,0.000643795,0.000643795
64,1668.56,0.90829,0.42319,0.8305,0.9859,0.9905,0.99397,0.76244,0.96161,0.39141,0.85029,0.000627292,0.000627292,0.000627292
65,1694.16,0.91362,0.42786,0.83364,0.98215,0.99594,0.9943,0.77471,0.92635,0.3822,0.85029,0.000610789,0.000610789,0.000610789
66,1719.5,0.94215,0.42241,0.83554,0.98161,0.98993,0.99311,0.75513,0.98851,0.38864,0.85348,0.000594286,0.000594286,0.000594286
67,1745.06,0.88458,0.40676,0.83451,0.9847,0.98912,0.99396,0.76056,0.94318,0.37678,0.84503,0.000577782,0.000577782,0.000577782
68,1770.6,0.91644,0.41734,0.83031,0.98334,0.98398,0.99266,0.75043,0.98406,0.40886,0.84947,0.000561279,0.000561279,0.000561279
69,1796.07,0.88167,0.40686,0.83272,0.98144,0.98559,0.99326,0.77574,0.95526,0.38996,0.84717,0.000544776,0.000544776,0.000544776
70,1821.59,0.8925,0.41249,0.83044,0.97765,0.97582,0.99176,0.6907,1.15445,0.43531,0.86407,0.000528272,0.000528272,0.000528272
71,1846.95,0.89782,0.41369,0.83247,0.97878,0.98263,0.99334,0.74097,1.02563,0.39529,0.85223,0.000511769,0.000511769,0.000511769
72,1872.35,0.894,0.40972,0.82946,0.96328,0.95077,0.99099,0.67425,1.25666,0.59992,0.86981,0.000495266,0.000495266,0.000495266
73,1897.73,0.87756,0.40028,0.82865,0.98706,0.9876,0.99285,0.76228,0.99069,0.38395,0.84647,0.000478762,0.000478762,0.000478762
74,1923.04,0.85589,0.39153,0.82677,0.98251,0.98769,0.99386,0.74565,0.9778,0.39503,0.85417,0.000462259,0.000462259,0.000462259
75,1948.58,0.89347,0.40113,0.83557,0.97999,0.98342,0.99442,0.74312,0.98717,0.41033,0.84646,0.000445756,0.000445756,0.000445756
76,1974.27,0.88046,0.39419,0.82758,0.98909,0.98573,0.9944,0.74378,1.02662,0.39786,0.85214,0.000429253,0.000429253,0.000429253
77,1999.7,0.86941,0.40074,0.82403,0.9275,0.91496,0.98752,0.72856,1.09219,0.53353,0.86078,0.000412749,0.000412749,0.000412749
78,2025.18,0.8636,0.3962,0.82903,0.98452,0.99143,0.99447,0.74551,0.96626,0.38874,0.84694,0.000396246,0.000396246,0.000396246
79,2050.79,0.86511,0.39015,0.82271,0.9891,0.99125,0.9944,0.74733,0.97711,0.38655,0.84605,0.000379743,0.000379743,0.000379743
80,2076.82,0.84806,0.39111,0.82912,0.99172,0.99594,0.99444,0.77304,0.93539,0.37357,0.84279,0.000363239,0.000363239,0.000363239
81,2102.91,0.86471,0.39415,0.83281,0.99041,0.99398,0.99438,0.78503,0.90274,0.36603,0.8406,0.000346736,0.000346736,0.000346736
82,2129.06,0.84586,0.38383,0.8271,0.98492,0.98696,0.99405,0.76726,0.93643,0.38104,0.84592,0.000330233,0.000330233,0.000330233
83,2155,0.84546,0.38263,0.82078,0.99071,0.98286,0.99332,0.71706,0.98086,0.39996,0.84678,0.000313729,0.000313729,0.000313729
84,2180.6,0.84671,0.38469,0.82665,0.99346,0.99446,0.99453,0.78529,0.93363,0.36387,0.84046,0.000297226,0.000297226,0.000297226
85,2206.73,0.84218,0.38838,0.82318,0.99059,0.99273,0.99434,0.78543,0.91026,0.36528,0.84135,0.000280723,0.000280723,0.000280723
86,2232.64,0.84873,0.3827,0.82939,0.98909,0.98557,0.99394,0.70498,1.08646,0.41433,0.8579,0.00026422,0.00026422,0.00026422
87,2258.36,0.84212,0.38407,0.82365,0.99338,0.99139,0.99453,0.78507,0.91747,0.35693,0.83892,0.000247716,0.000247716,0.000247716
88,2284.47,0.81479,0.37396,0.82385,0.99207,0.99067,0.99442,0.78603,0.9024,0.36399,0.84043,0.000231213,0.000231213,0.000231213
89,2314.49,0.83461,0.37649,0.82304,0.9919,0.98764,0.9943,0.76699,0.96176,0.37338,0.84387,0.00021471,0.00021471,0.00021471
90,2340.38,0.81165,0.37329,0.82342,0.99198,0.99211,0.99419,0.78877,0.89982,0.36154,0.83794,0.000198206,0.000198206,0.000198206
91,2368.64,0.79924,0.37112,0.8253,0.99164,0.99259,0.99444,0.78369,0.89147,0.3629,0.83663,0.000181703,0.000181703,0.000181703
92,2394.27,0.7946,0.3639,0.81859,0.9904,0.99076,0.99339,0.76872,1.02406,0.40523,0.85027,0.0001652,0.0001652,0.0001652
93,2419.49,0.78132,0.35793,0.82422,0.99038,0.99341,0.99441,0.79374,0.88384,0.35551,0.83674,0.000148696,0.000148696,0.000148696
94,2444.84,0.78672,0.35425,0.81851,0.9885,0.9946,0.99448,0.78358,0.88966,0.35364,0.83639,0.000132193,0.000132193,0.000132193
95,2469.73,0.76735,0.34888,0.81631,0.99202,0.99287,0.99381,0.78653,0.90133,0.36172,0.83841,0.00011569,0.00011569,0.00011569
96,2494.56,0.76715,0.34764,0.81304,0.99056,0.99167,0.99441,0.79579,0.87894,0.35215,0.8348,9.91865e-05,9.91865e-05,9.91865e-05
97,2519.42,0.75997,0.34522,0.81506,0.99072,0.99324,0.99444,0.79913,0.87285,0.34894,0.83229,8.26832e-05,8.26832e-05,8.26832e-05
98,2544.15,0.76399,0.34872,0.81632,0.98984,0.99147,0.99443,0.78961,0.8886,0.35398,0.83545,6.61799e-05,6.61799e-05,6.61799e-05
99,2568.78,0.75067,0.34697,0.81277,0.98967,0.99286,0.99447,0.79969,0.88974,0.35481,0.83334,4.96766e-05,4.96766e-05,4.96766e-05
100,2593.61,0.74609,0.34149,0.81395,0.9907,0.99283,0.99444,0.80227,0.87463,0.35115,0.83497,3.31733e-05,3.31733e-05,3.31733e-05
