epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,2009.62,1.12261,0.44772,0.72958,0.99072,0.9725,0.99435,0.76196,1.01663,0.389,0.71963,0.00940565,0.00940565,0.00940565
20,2118.84,1.10975,0.4427,0.72801,0.98791,0.98147,0.99426,0.74284,1.09948,0.39452,0.72743,0.00937263,0.00937263,0.00937263
21,2225.94,1.10623,0.4412,0.72876,0.98347,0.97898,0.99411,0.75904,1.02121,0.38977,0.72003,0.00933961,0.00933961,0.00933961
22,2335.09,1.10472,0.43915,0.72853,0.99054,0.98833,0.99466,0.78258,0.96845,0.37378,0.71726,0.00930659,0.00930659,0.00930659
23,2443.55,1.07617,0.4302,0.72733,0.97916,0.97496,0.99366,0.73555,1.12445,0.41264,0.72924,0.00927357,0.00927357,0.00927357
24,2550.94,1.07997,0.42948,0.72612,0.97405,0.96084,0.99112,0.73036,1.08516,0.42352,0.7235,0.00924056,0.00924056,0.00924056
25,2658.44,1.07497,0.42371,0.72921,0.99623,0.98341,0.99474,0.77743,0.9815,0.3775,0.71812,0.00920754,0.00920754,0.00920754
26,2764.88,1.06705,0.4241,0.72505,0.99246,0.98716,0.99478,0.7796,0.98166,0.37253,0.71864,0.00917452,0.00917452,0.00917452
27,2870.18,1.05756,0.42085,0.72412,0.98056,0.983,0.9942,0.76971,0.99994,0.37359,0.71957,0.0091415,0.0091415,0.0091415
28,2975.9,1.05712,0.41927,0.72422,0.99021,0.978,0.99428,0.79764,0.89497,0.35558,0.71037,0.00910848,0.00910848,0.00910848
29,3081.21,1.05064,0.41702,0.72375,0.99036,0.98665,0.9947,0.78967,0.91855,0.35754,0.71254,0.00907546,0.00907546,0.00907546
30,3186.66,1.04136,0.41425,0.72297,0.99431,0.98122,0.99469,0.79477,0.91204,0.35327,0.7109,0.00904244,0.00904244,0.00904244
31,3293.48,1.03598,0.41191,0.72401,0.99245,0.98445,0.99471,0.78721,0.94013,0.35526,0.71377,0.00900942,0.00900942,0.00900942
32,3399.34,1.03602,0.40799,0.72191,0.99625,0.985,0.99486,0.80099,0.91099,0.35493,0.7106,0.0089764,0.0089764,0.0089764
33,3506.37,1.0245,0.40605,0.72219,0.99696,0.98541,0.99491,0.80018,0.90727,0.35081,0.71094,0.00894338,0.00894338,0.00894338
34,3613.98,1.03263,0.40744,0.72253,0.99696,0.98464,0.99486,0.78823,0.92762,0.35141,0.7123,0.00891036,0.00891036,0.00891036
35,3721.98,1.0284,0.40699,0.72324,0.99433,0.98574,0.99482,0.79376,0.90995,0.34849,0.71135,0.00887734,0.00887734,0.00887734
36,3830.26,1.0243,0.40467,0.71996,0.99597,0.98754,0.9949,0.79872,0.89204,0.34411,0.71091,0.00884432,0.00884432,0.00884432
37,3938.87,1.01201,0.40394,0.72059,0.99783,0.98662,0.99493,0.80133,0.87558,0.3405,0.70727,0.0088113,0.0088113,0.0088113
38,4045.44,1.01122,0.40052,0.71996,0.99432,0.9875,0.99492,0.80634,0.87842,0.33796,0.70721,0.00877828,0.00877828,0.00877828
39,4151.88,0.99795,0.39285,0.72146,0.99054,0.98701,0.99481,0.80422,0.87786,0.34181,0.70743,0.00874527,0.00874527,0.00874527
40,4257.62,0.99941,0.39827,0.72256,0.9975,0.98686,0.99492,0.80309,0.87575,0.33613,0.7078,0.00871225,0.00871225,0.00871225
41,4362.76,1.00566,0.39683,0.72046,0.99444,0.98471,0.99484,0.80734,0.86625,0.33218,0.70664,0.00867923,0.00867923,0.00867923
42,4467.66,0.99952,0.39752,0.72072,0.99664,0.98698,0.99493,0.80827,0.85718,0.33023,0.70614,0.00864621,0.00864621,0.00864621
43,4572.67,0.98649,0.39075,0.71874,0.99748,0.98497,0.99493,0.80905,0.87036,0.32889,0.70681,0.00861319,0.00861319,0.00861319
44,4678.76,0.9942,0.39091,0.71866,0.99798,0.98739,0.99493,0.80538,0.87255,0.3326,0.70718,0.00858017,0.00858017,0.00858017
45,4786.16,0.98931,0.39017,0.72019,0.99848,0.98738,0.99492,0.80715,0.8602,0.32958,0.70622,0.00854715,0.00854715,0.00854715
46,4893.15,0.98875,0.39066,0.71717,0.99816,0.98542,0.99491,0.80783,0.86419,0.32939,0.70644,0.00851413,0.00851413,0.00851413
47,5000.38,0.97362,0.38717,0.71758,0.99848,0.98735,0.99495,0.80805,0.86302,0.32823,0.70569,0.00848111,0.00848111,0.00848111
48,5106.98,0.98883,0.38926,0.71848,0.99754,0.98746,0.99497,0.80892,0.85265,0.32433,0.70593,0.00844809,0.00844809,0.00844809
49,5212.18,0.97443,0.3855,0.7203,0.99934,0.98691,0.99497,0.81073,0.85569,0.32435,0.70647,0.00841507,0.00841507,0.00841507
50,5317.4,0.97918,0.38653,0.71715,0.99743,0.98752,0.99495,0.81397,0.85408,0.3234,0.70604,0.00838205,0.00838205,0.00838205
51,5421.77,0.97631,0.38786,0.7179,0.99736,0.9875,0.99493,0.80884,0.85948,0.3234,0.70583,0.00834903,0.00834903,0.00834903
52,5527.12,0.96976,0.38518,0.71578,0.9969,0.98773,0.99495,0.81112,0.85398,0.32488,0.70491,0.00831601,0.00831601,0.00831601
53,5632.36,0.96807,0.37998,0.71843,0.99732,0.98861,0.99498,0.81006,0.8495,0.32397,0.70473,0.00828299,0.00828299,0.00828299
54,5737.8,0.95894,0.37948,0.71841,0.99748,0.98697,0.99496,0.8127,0.84373,0.32098,0.70456,0.00824998,0.00824998,0.00824998
55,5843.87,0.96503,0.38034,0.71827,0.99899,0.98664,0.99494,0.81305,0.84064,0.31943,0.70422,0.00821696,0.00821696,0.00821696
56,5950.46,0.96007,0.38131,0.71799,0.99871,0.987,0.99495,0.81464,0.8342,0.31968,0.70374,0.00818394,0.00818394,0.00818394
57,6061.35,0.96157,0.37775,0.71651,0.99872,0.98738,0.99496,0.81676,0.82844,0.31901,0.70333,0.00815092,0.00815092,0.00815092
58,6168.31,0.95471,0.3781,0.71739,0.99849,0.98757,0.99497,0.81455,0.82732,0.31915,0.70331,0.0081179,0.0081179,0.0081179
59,6273.33,0.9624,0.37907,0.71754,0.99899,0.98822,0.99498,0.81344,0.83017,0.31937,0.70336,0.00808488,0.00808488,0.00808488
60,6378.73,0.94823,0.37767,0.71634,0.99881,0.98717,0.99497,0.81576,0.83209,0.3185,0.70313,0.00805186,0.00805186,0.00805186
61,6484.79,0.95064,0.37384,0.71749,0.99899,0.98717,0.99497,0.81486,0.83103,0.31876,0.70294,0.00801884,0.00801884,0.00801884
62,6591.51,0.94645,0.37415,0.71432,0.99827,0.98735,0.99498,0.81616,0.82916,0.31775,0.70263,0.00798582,0.00798582,0.00798582
63,6696.84,0.94885,0.37349,0.71694,0.99848,0.98647,0.99497,0.81732,0.82563,0.31594,0.70258,0.0079528,0.0079528,0.0079528
64,6803.65,0.95097,0.37192,0.71516,0.99798,0.98586,0.99496,0.81894,0.82299,0.31433,0.70259,0.00791978,0.00791978,0.00791978
65,6910.94,0.93963,0.37057,0.71414,0.99723,0.98627,0.99496,0.81955,0.82272,0.3143,0.70232,0.00788676,0.00788676,0.00788676
66,7019.91,0.94676,0.37313,0.71618,0.99697,0.98665,0.99496,0.82048,0.81994,0.31254,0.70231,0.00785374,0.00785374,0.00785374
67,7129.26,0.9341,0.37027,0.71253,0.99697,0.98635,0.99496,0.82063,0.81714,0.31229,0.70225,0.00782072,0.00782072,0.00782072
68,7238.19,0.9362,0.36664,0.71632,0.99697,0.98668,0.99495,0.8214,0.81592,0.31087,0.70193,0.0077877,0.0077877,0.0077877
69,7344.67,0.93438,0.36872,0.71425,0.9968,0.98669,0.99494,0.82241,0.81456,0.31061,0.70179,0.00775469,0.00775469,0.00775469
70,7449.44,0.93593,0.36881,0.71245,0.997,0.98663,0.99495,0.82173,0.81409,0.31093,0.70175,0.00772167,0.00772167,0.00772167
71,7553.94,0.93559,0.36676,0.71693,0.99708,0.9868,0.99494,0.82209,0.8145,0.31035,0.70179,0.00768865,0.00768865,0.00768865
72,7658.63,0.93577,0.36922,0.71527,0.99713,0.98689,0.99494,0.82116,0.81429,0.31024,0.70145,0.00765563,0.00765563,0.00765563
73,7766.49,0.92735,0.36594,0.7129,0.99748,0.98701,0.99494,0.82145,0.81298,0.30985,0.70141,0.00762261,0.00762261,0.00762261
74,7877.44,0.93034,0.36461,0.71492,0.99717,0.98677,0.99495,0.82083,0.81264,0.31001,0.70138,0.00758959,0.00758959,0.00758959
75,7982.09,0.92971,0.366,0.71523,0.99748,0.98702,0.99495,0.82219,0.81243,0.30995,0.70137,0.00755657,0.00755657,0.00755657
76,8087.98,0.93634,0.36672,0.71447,0.99748,0.98694,0.99494,0.82196,0.81031,0.30912,0.70128,0.00752355,0.00752355,0.00752355
77,8194.83,0.92337,0.36404,0.71454,0.99748,0.98681,0.99495,0.82326,0.81152,0.30952,0.70128,0.00749053,0.00749053,0.00749053
78,8302.14,0.93057,0.36659,0.71392,0.99748,0.98686,0.99495,0.82234,0.81037,0.30962,0.70117,0.00745751,0.00745751,0.00745751
79,8409.79,0.92123,0.36387,0.71419,0.99748,0.98684,0.99494,0.82215,0.80982,0.30901,0.7012,0.00742449,0.00742449,0.00742449
80,8516.43,0.92105,0.36224,0.7116,0.99713,0.98644,0.99494,0.82248,0.80948,0.30894,0.70104,0.00739147,0.00739147,0.00739147
81,8620.82,0.91452,0.36185,0.71187,0.99707,0.9865,0.99494,0.82253,0.80992,0.30938,0.70103,0.00735845,0.00735845,0.00735845
82,8725.58,0.91381,0.35751,0.71158,0.99697,0.98675,0.99494,0.82349,0.80946,0.30973,0.70106,0.00732543,0.00732543,0.00732543
83,8829.82,0.91675,0.35886,0.71321,0.99722,0.9867,0.99494,0.8237,0.80952,0.30891,0.70105,0.00729241,0.00729241,0.00729241
84,8935.35,0.91162,0.35854,0.71205,0.99728,0.9868,0.99493,0.82326,0.81061,0.30902,0.70089,0.0072594,0.0072594,0.0072594
85,9040.6,0.90717,0.35858,0.71285,0.99735,0.98679,0.99494,0.82374,0.8093,0.30917,0.70079,0.00722638,0.00722638,0.00722638
86,9144.96,0.90579,0.35667,0.71219,0.99747,0.98668,0.99494,0.82382,0.80891,0.30797,0.7008,0.00719336,0.00719336,0.00719336
87,9250.48,0.90888,0.35812,0.71253,0.99747,0.9866,0.99494,0.82421,0.80897,0.30799,0.70086,0.00716034,0.00716034,0.00716034
88,9357.74,0.91905,0.35902,0.71233,0.99747,0.98671,0.99494,0.8234,0.80924,0.3081,0.70082,0.00712732,0.00712732,0.00712732
89,9464.76,0.90733,0.35595,0.71065,0.99747,0.98655,0.99494,0.82345,0.80915,0.30755,0.70086,0.0070943,0.0070943,0.0070943
90,9571.71,0.90883,0.35741,0.71056,0.99705,0.98634,0.99494,0.82332,0.80925,0.30805,0.70096,0.00706128,0.00706128,0.00706128
91,9677.26,0.9023,0.35427,0.71219,0.99697,0.98652,0.99494,0.82324,0.80749,0.30741,0.70085,0.00702826,0.00702826,0.00702826
92,9782.61,0.89889,0.35542,0.71144,0.99697,0.98642,0.99494,0.8223,0.80756,0.30791,0.70084,0.00699524,0.00699524,0.00699524
93,9886.58,0.90793,0.35446,0.71157,0.99697,0.9864,0.99494,0.82295,0.8074,0.30746,0.7008,0.00696222,0.00696222,0.00696222
94,9991.97,0.90457,0.35759,0.71264,0.99697,0.98629,0.99494,0.82196,0.80751,0.30745,0.70081,0.0069292,0.0069292,0.0069292
95,10096.6,0.89116,0.35135,0.7113,0.99646,0.986,0.99494,0.82216,0.80716,0.30726,0.70072,0.00689618,0.00689618,0.00689618
96,10201,0.89365,0.35168,0.71053,0.99646,0.98604,0.99494,0.82241,0.8058,0.30728,0.70071,0.00686316,0.00686316,0.00686316
97,10305.3,0.8972,0.35385,0.71128,0.99646,0.98585,0.99494,0.82247,0.80667,0.30614,0.70066,0.00683014,0.00683014,0.00683014
98,10411.4,0.9012,0.35082,0.71108,0.99652,0.98594,0.99493,0.82282,0.80607,0.30679,0.70066,0.00679712,0.00679712,0.00679712
99,10518.5,0.89416,0.35326,0.71079,0.99647,0.9862,0.99493,0.82301,0.80569,0.30647,0.70062,0.00676411,0.00676411,0.00676411
100,10625,0.88809,0.35001,0.71073,0.996,0.98574,0.99493,0.82275,0.80476,0.30668,0.70051,0.00673109,0.00673109,0.00673109
101,10731.6,0.87965,0.3454,0.71122,0.99596,0.98601,0.99494,0.82297,0.80492,0.30677,0.70038,0.00669807,0.00669807,0.00669807
102,10836.7,0.88308,0.34786,0.71123,0.99596,0.98613,0.99494,0.82351,0.80441,0.30606,0.70036,0.00666505,0.00666505,0.00666505
103,10941.5,0.89054,0.34821,0.71067,0.99596,0.98623,0.99494,0.82387,0.80416,0.30571,0.70028,0.00663203,0.00663203,0.00663203
104,11046.3,0.88183,0.34846,0.70808,0.99596,0.98638,0.99494,0.82369,0.80484,0.306,0.70022,0.00659901,0.00659901,0.00659901
105,11150.7,0.88509,0.34674,0.71019,0.99596,0.98664,0.99494,0.82346,0.80429,0.30517,0.70028,0.00656599,0.00656599,0.00656599
106,11255.2,0.88064,0.346,0.71202,0.99596,0.98672,0.99494,0.82413,0.80402,0.30583,0.70018,0.00653297,0.00653297,0.00653297
107,11360.2,0.88217,0.34733,0.70973,0.99596,0.98669,0.99494,0.82382,0.80451,0.30648,0.7001,0.00649995,0.00649995,0.00649995
108,11464.9,0.87898,0.34677,0.71023,0.99596,0.98667,0.99494,0.82358,0.80446,0.30672,0.70006,0.00646693,0.00646693,0.00646693
109,11571.1,0.8825,0.34942,0.70788,0.99596,0.98678,0.99494,0.82387,0.80301,0.30662,0.69999,0.00643391,0.00643391,0.00643391
110,11677.9,0.88207,0.34892,0.71068,0.99596,0.98687,0.99494,0.82387,0.80296,0.30653,0.69998,0.00640089,0.00640089,0.00640089
111,11784.5,0.87877,0.34544,0.70927,0.99596,0.98687,0.99493,0.82381,0.80291,0.30698,0.69999,0.00636787,0.00636787,0.00636787
112,11891.6,0.87295,0.34484,0.70916,0.99596,0.98705,0.99493,0.82297,0.80354,0.30777,0.69989,0.00633485,0.00633485,0.00633485
113,11996.1,0.87178,0.34266,0.70759,0.99596,0.98717,0.99493,0.8233,0.80377,0.30764,0.6999,0.00630183,0.00630183,0.00630183
114,12100.7,0.87262,0.34017,0.70955,0.99647,0.98715,0.99493,0.82271,0.80422,0.30778,0.69989,0.00626882,0.00626882,0.00626882
115,12204.8,0.86576,0.34223,0.70989,0.99647,0.98711,0.99493,0.82341,0.80378,0.30743,0.6998,0.0062358,0.0062358,0.0062358
116,12309.2,0.8706,0.34345,0.70844,0.99647,0.98688,0.99493,0.82342,0.80325,0.30766,0.6997,0.00620278,0.00620278,0.00620278
117,12414,0.86587,0.34096,0.70947,0.99665,0.987,0.99493,0.82395,0.80182,0.30759,0.69968,0.00616976,0.00616976,0.00616976
118,12518.6,0.87328,0.34402,0.70837,0.99686,0.98732,0.99493,0.82382,0.80307,0.30774,0.6997,0.00613674,0.00613674,0.00613674
119,12623.2,0.87029,0.34151,0.70779,0.99684,0.98732,0.99493,0.82425,0.80273,0.30741,0.69964,0.00610372,0.00610372,0.00610372
120,12730.3,0.87007,0.34059,0.70751,0.99683,0.98734,0.99493,0.82469,0.80224,0.3071,0.69956,0.0060707,0.0060707,0.0060707
121,12836.7,0.86822,0.3419,0.70722,0.99677,0.98746,0.99493,0.82406,0.802,0.30801,0.6995,0.00603768,0.00603768,0.00603768
122,12943.4,0.86327,0.33735,0.70877,0.99679,0.98735,0.99493,0.82443,0.80151,0.30757,0.69941,0.00600466,0.00600466,0.00600466
123,13049.1,0.8603,0.33794,0.7073,0.99678,0.98739,0.99493,0.82428,0.80159,0.30753,0.69929,0.00597164,0.00597164,0.00597164
124,13154.5,0.85928,0.33583,0.70671,0.99677,0.98742,0.99493,0.8245,0.80101,0.30701,0.69934,0.00593862,0.00593862,0.00593862
125,13259.2,0.85622,0.33506,0.70794,0.99678,0.98744,0.99493,0.82478,0.80068,0.30729,0.69928,0.0059056,0.0059056,0.0059056
126,13364.3,0.86611,0.34004,0.7102,0.99681,0.98749,0.99494,0.82476,0.80102,0.30787,0.69921,0.00587258,0.00587258,0.00587258
127,13472.5,0.85536,0.33706,0.70892,0.99689,0.9875,0.99494,0.82504,0.80058,0.30855,0.69922,0.00583956,0.00583956,0.00583956
128,13576.5,0.85405,0.3372,0.70843,0.99716,0.9875,0.99494,0.82424,0.80196,0.30811,0.69919,0.00580654,0.00580654,0.00580654
129,13680.9,0.85002,0.33367,0.70763,0.99721,0.9875,0.99494,0.82427,0.80245,0.30909,0.69915,0.00577353,0.00577353,0.00577353
130,13786.6,0.86013,0.33724,0.70693,0.99725,0.9875,0.99494,0.82486,0.80267,0.30945,0.69911,0.00574051,0.00574051,0.00574051
131,13898.4,0.84691,0.33565,0.70603,0.99716,0.9875,0.99494,0.82465,0.80236,0.30937,0.69906,0.00570749,0.00570749,0.00570749
132,14006.6,0.85176,0.3349,0.70664,0.9971,0.9875,0.99494,0.825,0.80132,0.30935,0.69905,0.00567447,0.00567447,0.00567447
133,14131.2,0.86155,0.33476,0.70869,0.99707,0.9875,0.99494,0.82456,0.80163,0.30892,0.69899,0.00564145,0.00564145,0.00564145
134,14235.9,0.84654,0.33509,0.70765,0.99707,0.9875,0.99494,0.82453,0.80172,0.30956,0.699,0.00560843,0.00560843,0.00560843
135,14340.8,0.85041,0.33338,0.7052,0.99709,0.9875,0.99494,0.82483,0.79991,0.30849,0.69901,0.00557541,0.00557541,0.00557541
136,14445.7,0.83918,0.32809,0.70671,0.99719,0.98762,0.99495,0.82499,0.80091,0.30855,0.69899,0.00554239,0.00554239,0.00554239
137,14549.8,0.84436,0.33162,0.70829,0.99712,0.98765,0.99495,0.82484,0.80069,0.30875,0.69898,0.00550937,0.00550937,0.00550937
138,14654.9,0.8366,0.33041,0.70592,0.99704,0.98766,0.99495,0.82464,0.79955,0.30934,0.69887,0.00547635,0.00547635,0.00547635
139,14759.2,0.84088,0.3311,0.70598,0.99697,0.98766,0.99495,0.82556,0.79967,0.30961,0.69896,0.00544333,0.00544333,0.00544333
140,14863,0.84726,0.33275,0.70773,0.99699,0.98769,0.99495,0.82583,0.79865,0.30814,0.69894,0.00541031,0.00541031,0.00541031
141,14968.5,0.83654,0.32847,0.70718,0.99711,0.98768,0.99495,0.82505,0.80043,0.30825,0.69888,0.00537729,0.00537729,0.00537729
142,15075,0.8364,0.32939,0.70471,0.99721,0.98754,0.99495,0.82524,0.79959,0.30835,0.69892,0.00534427,0.00534427,0.00534427
143,15181.6,0.84511,0.33101,0.70648,0.99752,0.9875,0.99495,0.82541,0.79868,0.30837,0.6989,0.00531125,0.00531125,0.00531125
144,15288.1,0.83589,0.32727,0.7041,0.99767,0.9875,0.99495,0.82589,0.79768,0.30736,0.69874,0.00527824,0.00527824,0.00527824
145,15393.7,0.83547,0.32775,0.70557,0.99768,0.9875,0.99495,0.82596,0.79768,0.30736,0.69873,0.00524522,0.00524522,0.00524522
146,15501.5,0.83354,0.32713,0.70442,0.9978,0.98763,0.99496,0.82571,0.7978,0.3074,0.69869,0.0052122,0.0052122,0.0052122
147,15606.3,0.82878,0.32555,0.70493,0.99747,0.98728,0.99496,0.82599,0.79728,0.30696,0.69862,0.00517918,0.00517918,0.00517918
148,15711.4,0.83435,0.32585,0.70602,0.99738,0.98708,0.99495,0.82615,0.79707,0.30629,0.69869,0.00514616,0.00514616,0.00514616
149,15816.1,0.83123,0.32679,0.70393,0.99758,0.987,0.99495,0.82522,0.79883,0.30669,0.69856,0.00511314,0.00511314,0.00511314
150,15920.6,0.82665,0.3278,0.70476,0.99784,0.98717,0.99495,0.8256,0.79809,0.30633,0.69851,0.00508012,0.00508012,0.00508012
151,16024.9,0.83276,0.32943,0.70339,0.99788,0.98711,0.99495,0.82556,0.79773,0.3062,0.69858,0.0050471,0.0050471,0.0050471
152,16131.6,0.82622,0.32459,0.70593,0.99792,0.98713,0.99495,0.82633,0.7984,0.30568,0.6986,0.00501408,0.00501408,0.00501408
153,16238.5,0.82267,0.32449,0.70486,0.99795,0.9871,0.99495,0.82604,0.79811,0.30557,0.69849,0.00498106,0.00498106,0.00498106
154,16345,0.82031,0.32169,0.70323,0.9977,0.987,0.99495,0.8272,0.79682,0.30556,0.6985,0.00494804,0.00494804,0.00494804
155,16451.6,0.82065,0.32421,0.70563,0.9977,0.987,0.99495,0.82757,0.79673,0.30525,0.69844,0.00491502,0.00491502,0.00491502
156,16556.5,0.82008,0.32175,0.70535,0.99746,0.987,0.99495,0.82726,0.79572,0.30437,0.69839,0.004882,0.004882,0.004882
157,16661.4,0.81447,0.32036,0.70422,0.99744,0.98717,0.99495,0.82715,0.79491,0.30422,0.69847,0.00484898,0.00484898,0.00484898
158,16766.7,0.81637,0.31982,0.70545,0.99745,0.98722,0.99495,0.82714,0.79578,0.30402,0.69836,0.00481596,0.00481596,0.00481596
159,16871.6,0.81946,0.32249,0.70409,0.99743,0.98732,0.99495,0.82668,0.79523,0.30302,0.69833,0.00478295,0.00478295,0.00478295
160,16976,0.81941,0.32009,0.70399,0.99747,0.98729,0.99495,0.82718,0.79496,0.30311,0.69834,0.00474993,0.00474993,0.00474993
161,17080.6,0.81291,0.31942,0.70343,0.99747,0.98721,0.99495,0.82685,0.79466,0.30153,0.69827,0.00471691,0.00471691,0.00471691
162,17185.7,0.81124,0.31899,0.7037,0.99747,0.98703,0.99495,0.82696,0.79447,0.30211,0.69825,0.00468389,0.00468389,0.00468389
163,17292.2,0.81205,0.31927,0.70323,0.99747,0.98687,0.99495,0.82717,0.79551,0.30201,0.69808,0.00465087,0.00465087,0.00465087
164,17400.2,0.80773,0.31805,0.70482,0.99747,0.98665,0.99495,0.82723,0.79561,0.30246,0.6981,0.00461785,0.00461785,0.00461785
165,17507.8,0.81266,0.3198,0.7031,0.99747,0.98693,0.99495,0.82735,0.79503,0.30222,0.69805,0.00458483,0.00458483,0.00458483
166,17613.3,0.81381,0.31807,0.70323,0.99747,0.98678,0.99495,0.82753,0.79561,0.30264,0.698,0.00455181,0.00455181,0.00455181
167,17718.2,0.80609,0.31687,0.70265,0.99747,0.98681,0.99496,0.82801,0.79489,0.30306,0.69795,0.00451879,0.00451879,0.00451879
168,17822.7,0.80097,0.31396,0.70378,0.99747,0.98669,0.99496,0.82757,0.79525,0.30267,0.69787,0.00448577,0.00448577,0.00448577
169,17927.7,0.8023,0.31515,0.70377,0.99774,0.98682,0.99496,0.82833,0.79498,0.30299,0.69792,0.00445275,0.00445275,0.00445275
170,18032.9,0.80495,0.31765,0.70347,0.99784,0.98678,0.99495,0.82822,0.79382,0.30203,0.69787,0.00441973,0.00441973,0.00441973
171,18137.6,0.80003,0.31642,0.70305,0.99798,0.98683,0.99495,0.82913,0.79348,0.30217,0.69789,0.00438671,0.00438671,0.00438671
172,18242.7,0.80446,0.31442,0.70306,0.99798,0.98683,0.99495,0.8274,0.79359,0.30256,0.69776,0.00435369,0.00435369,0.00435369
173,18348.4,0.79613,0.31329,0.70336,0.99798,0.98672,0.99495,0.82772,0.79418,0.3021,0.6977,0.00432067,0.00432067,0.00432067
174,18455.2,0.79936,0.31304,0.70079,0.99798,0.98647,0.99495,0.82839,0.79492,0.30236,0.69773,0.00428766,0.00428766,0.00428766
