epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,707.793,1.23334,0.5009,0.74722,0.88994,0.7957,0.90916,0.50459,1.73001,0.69388,0.78606,0.00123766,0.00123766,0.00123766
28,733.584,1.19898,0.48776,0.74682,0.91299,0.85311,0.94896,0.61291,1.49004,0.58571,0.76479,0.00122115,0.00122115,0.00122115
29,759.448,1.18907,0.49146,0.74262,0.92728,0.8845,0.97917,0.67317,1.30714,0.51231,0.75344,0.00120464,0.00120464,0.00120464
30,789.661,1.17304,0.48349,0.74116,0.96409,0.96839,0.98964,0.70871,1.26341,0.46249,0.74475,0.00118812,0.00118812,0.00118812
31,816.737,1.16866,0.47652,0.74196,0.93094,0.95285,0.98592,0.6614,1.21137,0.54529,0.75268,0.00117161,0.00117161,0.00117161
32,841.869,1.14769,0.47854,0.73557,0.96571,0.93444,0.981,0.62574,1.43285,0.51943,0.76664,0.0011551,0.0011551,0.0011551
33,867.261,1.13846,0.47311,0.73854,0.97584,0.96367,0.99148,0.71228,1.39532,0.46931,0.74831,0.00113859,0.00113859,0.00113859
34,896.761,1.1313,0.46212,0.7412,0.96826,0.9651,0.98697,0.7085,1.26286,0.46393,0.74618,0.00112207,0.00112207,0.00112207
35,927.967,1.12869,0.46704,0.73517,0.96121,0.9595,0.98943,0.68419,1.33763,0.50573,0.75103,0.00110556,0.00110556,0.00110556
36,958.922,1.12506,0.45615,0.73956,0.98897,0.97466,0.99345,0.74285,1.12848,0.42005,0.73967,0.00108905,0.00108905,0.00108905
37,985.961,1.12806,0.46038,0.73508,0.95312,0.9356,0.98452,0.70231,1.19515,0.47212,0.74195,0.00107253,0.00107253,0.00107253
38,1011.11,1.11845,0.45716,0.73993,0.98126,0.99483,0.9943,0.71592,1.2624,0.4454,0.74878,0.00105602,0.00105602,0.00105602
39,1036.29,1.08767,0.44533,0.73445,0.97149,0.98887,0.99089,0.73522,1.23549,0.43558,0.74042,0.00103951,0.00103951,0.00103951
40,1061.93,1.10039,0.45547,0.73471,0.97848,0.97145,0.98964,0.63564,1.44045,0.49473,0.76254,0.00102299,0.00102299,0.00102299
41,1087.24,1.07682,0.44506,0.73519,0.96164,0.95707,0.99054,0.66516,1.32679,0.46856,0.74953,0.00100648,0.00100648,0.00100648
42,1112.64,1.08247,0.4393,0.73598,0.97934,0.97568,0.9931,0.72466,1.19029,0.43413,0.73651,0.000989968,0.000989968,0.000989968
43,1137.87,1.08927,0.44476,0.73435,0.97546,0.97706,0.99292,0.73006,1.1816,0.45885,0.73827,0.000973455,0.000973455,0.000973455
44,1163.31,1.08172,0.43776,0.73289,0.9748,0.97447,0.99235,0.70957,1.14104,0.51818,0.74522,0.000956942,0.000956942,0.000956942
45,1189.91,1.07598,0.43446,0.73522,0.98083,0.98939,0.9931,0.74583,1.09672,0.40606,0.73256,0.000940429,0.000940429,0.000940429
46,1216.14,1.04272,0.42688,0.7286,0.97048,0.97848,0.99222,0.75267,1.16546,0.42681,0.74138,0.000923916,0.000923916,0.000923916
47,1243.63,1.07798,0.43272,0.73348,0.97255,0.98478,0.99259,0.71226,1.10992,0.46197,0.74065,0.000907403,0.000907403,0.000907403
48,1271.01,1.05726,0.42713,0.73555,0.99344,0.99044,0.99457,0.75292,1.12432,0.40304,0.73254,0.00089089,0.00089089,0.00089089
49,1298.41,1.06013,0.42646,0.73186,0.98485,0.98441,0.99192,0.74719,1.08528,0.39821,0.73433,0.000874378,0.000874378,0.000874378
50,1323.88,1.0587,0.42506,0.73209,0.97193,0.98993,0.9916,0.75201,1.00926,0.39083,0.72799,0.000857865,0.000857865,0.000857865
51,1349.08,1.05207,0.42384,0.7288,0.97435,0.94772,0.987,0.70065,1.20009,0.47057,0.73816,0.000841352,0.000841352,0.000841352
52,1374.37,1.04005,0.41678,0.72891,0.98962,0.99,0.99397,0.75732,1.15538,0.41692,0.73311,0.000824839,0.000824839,0.000824839
53,1402.04,1.01271,0.41142,0.72342,0.97812,0.96704,0.99088,0.70701,1.20498,0.44219,0.74185,0.000808326,0.000808326,0.000808326
54,1432.33,1.02393,0.41154,0.72435,0.98906,0.98376,0.99413,0.77288,1.07995,0.3915,0.72797,0.000791813,0.000791813,0.000791813
55,1461.9,1.02694,0.40981,0.72916,0.98979,0.9954,0.99414,0.76613,1.08878,0.39651,0.72797,0.0007753,0.0007753,0.0007753
56,1490.94,1.01347,0.41231,0.72656,0.98485,0.98746,0.993,0.74561,1.05967,0.40157,0.73727,0.000758787,0.000758787,0.000758787
57,1523.39,1.01087,0.40524,0.72855,0.97787,0.98082,0.99167,0.72887,1.08829,0.41253,0.73413,0.000742274,0.000742274,0.000742274
58,1558.54,1.00248,0.40132,0.72543,0.97132,0.98588,0.99312,0.76146,1.00764,0.3818,0.7306,0.000725761,0.000725761,0.000725761
59,1594.13,1.00641,0.40532,0.72601,0.98071,0.98604,0.99323,0.7403,1.10237,0.38502,0.73652,0.000709248,0.000709248,0.000709248
60,1630.12,0.9869,0.39187,0.72472,0.98224,0.994,0.9943,0.73601,1.10137,0.41665,0.73368,0.000692735,0.000692735,0.000692735
61,1660.41,0.98451,0.39429,0.72643,0.97578,0.95975,0.99119,0.7455,1.13757,0.41334,0.74234,0.000676222,0.000676222,0.000676222
62,1690.05,0.98539,0.40139,0.72271,0.98781,0.98382,0.9937,0.72039,1.14513,0.39541,0.73377,0.000659709,0.000659709,0.000659709
63,1719.6,0.98234,0.39128,0.7289,0.9819,0.98289,0.99193,0.7302,1.09325,0.39641,0.73538,0.000643196,0.000643196,0.000643196
64,1749.37,0.96445,0.38865,0.72411,0.97905,0.97526,0.99222,0.73485,1.15318,0.39878,0.73822,0.000626683,0.000626683,0.000626683
65,1778.93,0.97368,0.39007,0.72413,0.98211,0.98743,0.99399,0.74658,1.02736,0.38201,0.73167,0.00061017,0.00061017,0.00061017
66,1808.22,0.9501,0.3843,0.71939,0.98204,0.99155,0.99319,0.74058,1.10376,0.41249,0.73037,0.000593657,0.000593657,0.000593657
67,1837.64,0.97155,0.38577,0.72403,0.9639,0.9708,0.99004,0.73878,1.11648,0.40897,0.7343,0.000577144,0.000577144,0.000577144
68,1867.47,0.96254,0.38048,0.72546,0.98779,0.9903,0.99457,0.75779,1.0555,0.37147,0.72605,0.000560631,0.000560631,0.000560631
69,1896.67,0.95144,0.37957,0.72085,0.98342,0.98168,0.99382,0.75738,1.11933,0.38258,0.72804,0.000544118,0.000544118,0.000544118
70,1925.75,0.96493,0.37766,0.72424,0.98678,0.993,0.99436,0.75308,1.0114,0.36162,0.72627,0.000527605,0.000527605,0.000527605
71,1953.95,0.9456,0.37686,0.72305,0.9719,0.94944,0.98938,0.73939,1.1101,0.40185,0.7344,0.000511092,0.000511092,0.000511092
72,1982.79,0.95389,0.3765,0.72588,0.97284,0.98667,0.99273,0.74403,1.06468,0.38801,0.72974,0.000494579,0.000494579,0.000494579
73,2011.63,0.93391,0.37124,0.72066,0.98574,0.95795,0.99283,0.75001,1.03947,0.36877,0.73175,0.000478066,0.000478066,0.000478066
74,2045.74,0.93494,0.3638,0.71661,0.98808,0.99139,0.99455,0.77349,0.99583,0.38956,0.72323,0.000461553,0.000461553,0.000461553
75,2084.32,0.94304,0.37386,0.71802,0.9849,0.99214,0.99436,0.77031,1.02361,0.36144,0.72551,0.00044504,0.00044504,0.00044504
76,2132.15,0.92567,0.36582,0.71627,0.98263,0.98606,0.99389,0.76219,1.04282,0.36494,0.73356,0.000428527,0.000428527,0.000428527
77,2166.74,0.93654,0.36773,0.71875,0.98378,0.98917,0.9946,0.79058,1.00758,0.34631,0.72556,0.000412014,0.000412014,0.000412014
78,2195.22,0.9238,0.36565,0.72237,0.98844,0.96943,0.99317,0.75383,1.1296,0.38219,0.72945,0.000395501,0.000395501,0.000395501
79,2227.53,0.90394,0.35861,0.71957,0.98815,0.98196,0.9927,0.77255,1.03443,0.36164,0.73253,0.000378988,0.000378988,0.000378988
80,2260.96,0.90704,0.35329,0.71798,0.98763,0.99127,0.99419,0.79427,0.91154,0.33232,0.72279,0.000362475,0.000362475,0.000362475
81,2293.9,0.91532,0.36578,0.71846,0.98978,0.9937,0.99418,0.79112,0.97839,0.35251,0.72402,0.000345963,0.000345963,0.000345963
82,2325.86,0.90158,0.35342,0.71827,0.99055,0.98895,0.99422,0.77477,1.0002,0.35894,0.72886,0.00032945,0.00032945,0.00032945
83,2355.39,0.90036,0.3553,0.72081,0.9835,0.98836,0.99369,0.76217,1.05145,0.35505,0.72711,0.000312937,0.000312937,0.000312937
84,2384.08,0.89165,0.34985,0.71925,0.98773,0.99086,0.99445,0.7778,0.98018,0.35272,0.72369,0.000296424,0.000296424,0.000296424
85,2412.97,0.91627,0.35982,0.71774,0.98616,0.99309,0.99409,0.77709,0.92448,0.34797,0.72271,0.000279911,0.000279911,0.000279911
86,2441.96,0.88021,0.35016,0.71494,0.98949,0.99286,0.9943,0.78483,0.94302,0.34538,0.72312,0.000263398,0.000263398,0.000263398
87,2470.35,0.87371,0.34667,0.71537,0.9867,0.99143,0.99438,0.78871,0.90262,0.33232,0.72126,0.000246885,0.000246885,0.000246885
88,2497.23,0.87155,0.34086,0.71177,0.99142,0.99024,0.99468,0.79814,0.89902,0.33021,0.71817,0.000230372,0.000230372,0.000230372
89,2522.93,0.87018,0.33648,0.71277,0.98774,0.99154,0.99446,0.77782,0.96126,0.33971,0.72191,0.000213859,0.000213859,0.000213859
90,2548.4,0.87425,0.33884,0.71355,0.99058,0.99256,0.99432,0.77646,0.98847,0.3528,0.72302,0.000197346,0.000197346,0.000197346
91,2575.84,0.84968,0.3369,0.71975,0.98771,0.98894,0.99444,0.79142,0.94375,0.3482,0.72014,0.000180833,0.000180833,0.000180833
92,2600.54,0.84831,0.3332,0.71746,0.98547,0.98587,0.9942,0.77425,0.98652,0.38295,0.72543,0.00016432,0.00016432,0.00016432
93,2625.06,0.83229,0.33045,0.71342,0.98924,0.98982,0.99428,0.77301,0.99201,0.3644,0.72657,0.000147807,0.000147807,0.000147807
94,2649.73,0.82902,0.32463,0.71673,0.99099,0.99143,0.99474,0.78491,0.92856,0.33885,0.71944,0.000131294,0.000131294,0.000131294
95,2675.31,0.81854,0.32645,0.71423,0.99111,0.9871,0.99441,0.78384,0.95501,0.34727,0.72083,0.000114781,0.000114781,0.000114781
96,2700.62,0.8193,0.32264,0.70963,0.99162,0.99087,0.99447,0.79098,0.89864,0.33359,0.71867,9.8268e-05,9.8268e-05,9.8268e-05
97,2726.03,0.80475,0.31899,0.71269,0.99052,0.99286,0.99439,0.79783,0.90815,0.32811,0.71944,8.1755e-05,8.1755e-05,8.1755e-05
98,2751.2,0.81134,0.31777,0.71398,0.99114,0.99209,0.9945,0.80154,0.89922,0.3267,0.71887,6.5242e-05,6.5242e-05,6.5242e-05
99,2776.66,0.80743,0.31726,0.70801,0.99203,0.99243,0.99441,0.79216,0.89783,0.32859,0.71965,4.87291e-05,4.87291e-05,4.87291e-05
100,2801.73,0.79822,0.31282,0.71383,0.99173,0.99174,0.99451,0.79564,0.89954,0.31989,0.71839,3.22161e-05,3.22161e-05,3.22161e-05
